suburb,postcode,pri_breed,pri_colour,de_sexed,yrmonth
SPRINGVALE,3171,Maremma Sheepdog,White,N,2006-10
KEYSBOROUGH,3173,Corgi X,Brown & White,Y,2015-02
DANDENONG,3175,Maltese X,Tri Coloured,Y,2013-08
DANDENONG,3175,Jack Russell Terrier,Brown,N,2003-02
NOBLE PARK NORTH,3174,Jack Russell Terrier X,White & Black,Y,2008-08
NOBLE PARK NORTH,3174,American Staffordshire Bull Terrier,Black & White,N,2002-12
NOBLE PARK NORTH,3174,Jack Russell Terrier,Tri Coloured,Y,2005-12
NOBLE PARK NORTH,3174,Jack Russell Terrier,Tan & White,Y,2007-12
NOBLE PARK NORTH,3174,Bichon Frise,White,Y,2013-11
NOBLE PARK NORTH,3174,Jack Russell Terrier X,White & Tan,Y,2009-10
DANDENONG NORTH,3175,Labrador X,Black,Y,2012-09
KEYSBOROUGH,3173,Maltese X,White,Y,2007-08
KEYSBOROUGH,3173,Poodle X,Black,Y,2008-12
KEYSBOROUGH,3173,Miniature Schnauzer,Black & Silver,N,2010-02
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Black,N,2012-04
KEYSBOROUGH,3173,Maltese,Brown,Y,2004-06
KEYSBOROUGH,3173,Pug,Fawn & Black,Y,2000-10
KEYSBOROUGH,3173,Pomeranian X,Cream & White,N,2009-07
KEYSBOROUGH,3173,Jack Russell Terrier X,Beige & White,N,2012-11
KEYSBOROUGH,3173,Miniature Fox Terrier X,Black & White,N,2007-11
KEYSBOROUGH,3173,Jack Russell Terrier X,White & Brown,Y,2010-03
SPRINGVALE SOUTH,3172,Labrador,Gold,N,2006-10
DANDENONG,3175,Maltese,Tri Coloured,Y,2002-03
DANDENONG,3175,Jack Russell Terrier X,Black & White,N,2008-12
DANDENONG,3175,Chihuahua X,Black & White,Y,2004-08
DANDENONG,3175,Maltese X,Tri Coloured,Y,2007-02
DANDENONG,3175,Maltese X,Black & Tan,Y,2009-05
DANDENONG,3175,Jack Russell Terrier,White & Brown,N,2004-08
DANDENONG NORTH,3175,Beagle X,Tri Coloured,N,2011-01
DANDENONG NORTH,3175,Beagle,Tri Coloured,N,2009-12
DANDENONG NORTH,3175,Maltese X,Unknown,N,2008-04
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tan & White,Y,2011-07
DANDENONG NORTH,3175,Border Collie,Black & White,Y,2010-03
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black & White,N,2013-06
DANDENONG NORTH,3175,Chihuahua X,White & Brown,N,2014-03
DANDENONG NORTH,3175,Labrador,Black,N,2015-11
DANDENONG NORTH,3175,Border Collie X,Black,Y,2014-12
DANDENONG NORTH,3175,Fox Hound X,White & Tan,Y,2005-06
DANDENONG NORTH,3175,German Shepherd X,Tri Coloured,N,2012-02
DANDENONG NORTH,3175,Bull Mastiff X,Tan & Black,Y,2014-02
DANDENONG NORTH,3175,Beagle,Tri Coloured,Y,2014-01
DANDENONG NORTH,3175,Labrador,Black,N,2015-07
DANDENONG NORTH,3175,Rottweiler X,Black,Y,2006-12
DANDENONG NORTH,3175,Poodle,Black,Y,1999-11
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black & Brindle,Y,2007-10
DANDENONG NORTH,3175,Shih Tzu X,White,Y,2004-06
DANDENONG,3175,Rottweiler X,Black & Tan,Y,2006-12
NOBLE PARK,3174,Jack Russell Terrier X,White & Tan,Y,2010-12
NOBLE PARK,3174,Jack Russell Terrier,White & Tan,Y,2004-12
DANDENONG,3175,Maltese X,White,N,2012-06
NOBLE PARK,3174,Pomeranian,Brown,Y,2005-11
NOBLE PARK,3174,Beagle X,Tan,Y,2010-09
NOBLE PARK,3174,American Staffordshire Bull Terrier X,Fawn,Y,2007-08
KEYSBOROUGH,3173,Jack Russell Terrier,White & Brown,N,2007-03
KEYSBOROUGH,3173,Beagle,Tan & White,Y,2005-09
KEYSBOROUGH,3173,Jack Russell Terrier,Tri Coloured,Y,2004-09
KEYSBOROUGH,3173,Fox Terrier X,Tri Coloured,N,2015-11
KEYSBOROUGH,3173,Silky Terrier X,Black,Y,2012-07
KEYSBOROUGH,3173,Terrier X,Tri Coloured,Y,2010-09
KEYSBOROUGH,3173,Hungarian Vizsla,Gold & Red,Y,2007-01
KEYSBOROUGH,3173,Beagle,Tri Coloured,Y,2010-06
KEYSBOROUGH,3173,Kelpie,Brown,Y,2013-01
DANDENONG,3175,Chihuahua X,Black,Y,2012-05
DANDENONG,3175,Poodle X,White & Tan,Y,2013-04
DANDENONG,3175,Poodle X,White & Tan,Y,2002-05
DANDENONG,3175,Golden Retriever,Gold,N,2008-02
DANDENONG NORTH,3175,Maltese X,Beige,N,2002-05
NOBLE PARK,3174,Fox Terrier,Tri Coloured,Y,1997-05
NOBLE PARK,3174,Bull Mastiff X,Black,Y,2013-10
NOBLE PARK,3174,Staffordshire Bull Terrier,Tri Coloured,Y,2014-03
NOBLE PARK,3174,German Shepherd X,Tri Coloured,Y,2015-04
NOBLE PARK,3174,German Shepherd X,Tri Coloured,Y,2015-04
NOBLE PARK,3174,Jack Russell Terrier,Tan & White,N,2007-04
NOBLE PARK,3174,Whippet X,Tri Coloured,Y,2015-04
NOBLE PARK,3174,American Staffordshire Bull Terrier,Tan,Y,2010-12
NOBLE PARK,3174,English Staffordshire Bull Terrier,Brindle & White,Y,2015-03
NOBLE PARK,3174,English Staffordshire Bull Terrier,White & Black,Y,2015-03
KEYSBOROUGH,3173,Cavoodle,Tri Coloured,Y,2010-08
KEYSBOROUGH,3173,Chihuahua X,Tan & Black,N,2011-07
DANDENONG NORTH,3175,Maltese X,White & Tan,Y,2007-03
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Tan & Black,N,2011-05
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Tan,N,2013-01
DANDENONG NORTH,3175,British Bulldog,Fawn & White,Y,2010-11
DANDENONG NORTH,3175,Australian Shepherd,Tri Coloured,N,2013-02
DANDENONG NORTH,3175,Australian Shepherd,Blue Merle,Y,2011-11
DANDENONG NORTH,3175,Cavalier King Charles Spaniel,Tri Coloured,Y,2014-07
DANDENONG NORTH,3175,Maltese,White,Y,2002-05
DANDENONG NORTH,3175,Maltese X,Black & White,N,2008-04
DANDENONG NORTH,3175,Jack Russell Terrier,White & Brown,Y,2012-04
DANDENONG NORTH,3175,Maltese,White,Y,2012-08
SPRINGVALE SOUTH,3172,German Shepherd X,Sable,Y,2005-11
SPRINGVALE SOUTH,3172,German Shepherd,Black & Grey,Y,2006-08
SPRINGVALE SOUTH,3172,Shih Tzu,White,N,2015-02
SPRINGVALE SOUTH,3172,Labrador X,Brindle,N,2015-02
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Brown & White,Y,2011-11
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Tri Coloured,Y,2008-01
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,White & Tan,Y,2008-01
SPRINGVALE SOUTH,3172,Corgi X,Tri Coloured,Y,2004-04
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier,Brindle,N,2007-10
SPRINGVALE SOUTH,3172,Beagle,Tri Coloured,N,2013-11
SPRINGVALE,3171,Labrador X,Tan,Y,2004-04
DANDENONG NORTH,3175,Siberian Husky,Grey & White,N,2014-07
DANDENONG NORTH,3175,Pomeranian X,Brown & Yellow,N,2004-07
DANDENONG NORTH,3175,Siberian Husky,Black & White,N,2012-09
DANDENONG NORTH,3175,Maltese,White,N,2003-11
DANDENONG NORTH,3175,Maltese X,Tri Coloured,N,2011-02
DANDENONG NORTH,3175,Fox Terrier,White & Black,Y,2013-04
DANDENONG NORTH,3175,Labrador X,Cream,Y,2015-08
DANDENONG NORTH,3175,Siberian Husky,Grey & White,N,2012-04
SPRINGVALE SOUTH,3172,Bichon Frise X,Grey & White,Y,2009-08
SPRINGVALE SOUTH,3172,Pomeranian,Black & Brown,Y,2010-09
SPRINGVALE SOUTH,3172,German Shepherd,Black & Tan,N,2012-05
SPRINGVALE SOUTH,3172,Labrador X,Gold,N,2006-06
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Brown,Y,2008-02
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Brown & White,Y,2008-08
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Black & White,N,2011-08
DANDENONG,3175,Siberian Husky,Black & White,Y,2010-11
KEYSBOROUGH,3173,Poodle X,Cream,Y,2008-02
DANDENONG NORTH,3175,Jack Russell Terrier X,White & Brown,Y,2012-02
KEYSBOROUGH,3173,Terrier,Cream,Y,2003-06
KEYSBOROUGH,3173,Terrier X,Grey & Fawn,Y,2003-06
KEYSBOROUGH,3173,Maltese X,Tan & Cream,Y,2000-08
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Black & White,N,2008-04
KEYSBOROUGH,3173,Pomeranian,Orange & White,N,2013-07
KEYSBOROUGH,3173,Maltese X,Tri Coloured,Y,2012-04
KEYSBOROUGH,3173,Maltese X,Tri Coloured,Y,2012-04
KEYSBOROUGH,3173,Japanese Spitz,White,Y,2010-01
KEYSBOROUGH,3173,Maltese X,Black & White,Y,2008-07
NOBLE PARK,3174,Kelpie,Black,Y,2002-06
NOBLE PARK NORTH,3174,Siberian Husky,Black & White,Y,2007-08
NOBLE PARK NORTH,3174,Maltese,White,N,2006-08
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier,Brown & White,Y,2008-12
NOBLE PARK NORTH,3174,Koolie,Sable,N,2015-02
NOBLE PARK NORTH,3174,Shih Tzu X,Gold & Brown,N,2006-03
NOBLE PARK NORTH,3174,Rottweiler X,Black & Tan,Y,2012-02
NOBLE PARK NORTH,3174,Rottweiler X,Black & Tan,Y,2012-05
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Tan & White,Y,2008-07
NOBLE PARK NORTH,3174,Jack Russell Terrier,Tan & White,Y,2010-03
NOBLE PARK NORTH,3174,Kelpie,Chocolate,Y,2007-05
NOBLE PARK NORTH,3174,Dogue De Bordeaux X,Brindle & Fawn,N,2015-09
NOBLE PARK NORTH,3174,Maltese X,White,Y,2004-03
NOBLE PARK NORTH,3174,Jack Russell Terrier,Orange & White,Y,2014-10
NOBLE PARK,3174,Maltese X,Wheaten,Y,2009-09
KEYSBOROUGH,3173,Labrador X,Gold,N,2009-11
KEYSBOROUGH,3173,Cavoodle,Tan,N,2011-11
KEYSBOROUGH,3173,Pomeranian X,Fawn & White,Y,2003-04
KEYSBOROUGH,3173,Cavoodle,Gold,Y,2011-04
DANDENONG NORTH,3175,Poodle X,Black,N,2011-02
DANDENONG NORTH,3175,Jack Russell Terrier,Tan & White,Y,2004-02
DANDENONG NORTH,3175,Shih Tzu X,Tri Coloured,Y,2005-11
DANDENONG NORTH,3175,Shar Pei X,Tan & White,N,2016-01
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2011-06
DANDENONG NORTH,3175,Jack Russell Terrier,White & Brown,N,2008-03
DANDENONG NORTH,3175,Bassett Hound,Tri Coloured,Y,2006-02
DANDENONG NORTH,3175,Bassett Hound,Tan & White,Y,2006-02
DANDENONG NORTH,3175,Maltese X,Black & White,Y,2008-01
DANDENONG NORTH,3175,Japanese Spitz,White,Y,2010-04
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black,Y,2014-07
DANDENONG NORTH,3175,Maltese X,Fawn,Y,2002-06
NOBLE PARK NORTH,3174,Silky Terrier,Black & Tan,N,2009-11
NOBLE PARK NORTH,3174,Border Collie X,Black,N,2015-03
NOBLE PARK NORTH,3174,Maltese X,White & Black,N,2005-10
NOBLE PARK,3174,Jack Russell Terrier,White & Brown,N,2012-11
NOBLE PARK,3174,English Staffordshire Bull Terrier,Brindle & White,Y,2010-05
NOBLE PARK,3174,Maltese X,White & Brown,Y,2013-03
NOBLE PARK,3174,Shih Tzu X,White & Sable,N,2015-07
NOBLE PARK,3174,American Bull Dog,White,N,2009-09
NOBLE PARK,3174,Maltese X,White,N,1996-05
NOBLE PARK,3174,Maltese X,Brown,N,1997-05
NOBLE PARK,3174,Maltese X,White & Brown,N,2001-11
SPRINGVALE,3171,Labrador,Black,Y,2009-07
DANDENONG NORTH,3175,Maltese X,Tri Coloured,N,2008-04
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Black,N,2013-09
DANDENONG NORTH,3175,Labrador,Black,Y,2014-11
DANDENONG NORTH,3175,Maltese X,Tri Coloured,N,2008-04
SPRINGVALE,3171,Schnauzer X,Black & Grey,Y,2013-12
SPRINGVALE,3171,German Short Haired Pointer,Liver,N,2013-09
SPRINGVALE,3171,Beagle,Tri Coloured,Y,2004-11
KEYSBOROUGH,3173,German Shepherd,Black & Tan,N,2006-08
KEYSBOROUGH,3173,Labrador,Gold,Y,2014-08
SPRINGVALE SOUTH,3172,Rhodesian Ridgeback  X,Ginger,N,2008-08
SPRINGVALE SOUTH,3172,Pug X,Tan,Y,2008-05
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Tri Coloured,N,2015-11
SPRINGVALE SOUTH,3172,Bull Mastiff X,Blue & Brindle,Y,2007-11
NOBLE PARK NORTH,3174,Rhodesian Ridgeback,Black,N,2002-03
NOBLE PARK NORTH,3174,Cavalier King Charles Spaniel,Tri Coloured,Y,2007-12
NOBLE PARK NORTH,3174,Japanese Spitz,White,Y,2011-11
NOBLE PARK NORTH,3174,Labrador,Gold,N,2008-07
NOBLE PARK NORTH,3174,Labrador,Gold,Y,2008-03
NOBLE PARK NORTH,3174,Maltese,White,N,2011-12
NOBLE PARK NORTH,3174,Border Collie,Black & White,Y,2009-05
NOBLE PARK NORTH,3174,Rhodesian Ridgeback  X,Tan,Y,2006-02
NOBLE PARK,3174,Pomeranian X,Tan,N,2001-12
NOBLE PARK,3174,Pomeranian X,White & Tan,Y,2000-11
NOBLE PARK,3174,Weimaraner,Black & White,Y,2009-06
NOBLE PARK,3174,Chihuahua,White & Brown,N,2011-10
NOBLE PARK,3174,Chihuahua,Tri Coloured,N,2011-10
NOBLE PARK,3174,Jack Russell Terrier X,Tri Coloured,N,2012-10
NOBLE PARK,3174,Maltese X,White,N,2009-06
DANDENONG NORTH,3175,Jack Russell Terrier X,Black & White,N,2007-08
DANDENONG NORTH,3175,Labrador,Yellow,N,2009-01
DANDENONG NORTH,3175,Border Collie X,Black & White,Y,2006-07
DANDENONG NORTH,3175,Newfoundland,Black,N,2011-10
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tan & White,Y,2008-09
DANDENONG NORTH,3175,Labrador,Blonde,Y,2015-08
DANDENONG NORTH,3175,Chihuahua,Black & White,Y,2006-02
DANDENONG NORTH,3175,Maltese X,Tri Coloured,N,2009-10
DANDENONG NORTH,3175,Jack Russell Terrier X,Black & White,N,2009-07
DANDENONG NORTH,3175,Miniature Fox Terrier,Gold & White,Y,2009-04
DANDENONG NORTH,3175,Miniature Poodle X,Gold,Y,2009-04
DANDENONG NORTH,3175,Beagle X,Tri Coloured,N,2008-12
DANDENONG NORTH,3175,Shih Tzu,Brown & White,N,2010-01
DANDENONG NORTH,3175,Poodle X,Black,N,2004-06
DANDENONG NORTH,3175,Poodle X,White,N,2004-06
DANDENONG NORTH,3175,Terrier,White,N,2013-11
DANDENONG NORTH,3175,Labrador,Black,Y,2013-07
DANDENONG NORTH,3175,Jack Russell Terrier X,White & Tan,Y,2010-08
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,N,2007-02
DANDENONG NORTH,3175,Jack Russell Terrier,White & Brown,N,2006-12
NOBLE PARK,3174,German Shepherd X,Black & Tan,N,2014-12
NOBLE PARK,3174,Japanese Spitz,White,N,2011-12
NOBLE PARK,3174,Rottweiler,Black & Brown,N,2005-10
NOBLE PARK,3174,Rottweiler,Black & Tan,Y,2012-06
NOBLE PARK,3174,Jack Russell Terrier,Tri Coloured,Y,2009-07
NOBLE PARK,3174,Jack Russell Terrier,Brown & White,Y,2008-05
NOBLE PARK,3174,Jack Russell Terrier,Black,Y,2008-05
NOBLE PARK,3174,Chihuahua,White,Y,2008-05
NOBLE PARK NORTH,3174,Pomeranian,Tan,Y,2007-01
DANDENONG,3175,Border Collie X,Orange & White,N,2010-02
DANDENONG,3175,Border Collie X,Blue,N,2010-02
DANDENONG,3175,Labrador,Blonde,N,2005-05
NOBLE PARK NORTH,3174,Labrador,Black,Y,2015-03
NOBLE PARK NORTH,3174,Maltese X,White,Y,2008-12
NOBLE PARK NORTH,3174,Maltese X,White,Y,2008-02
SPRINGVALE,3171,Maltese X,Black & White,Y,2011-08
SPRINGVALE,3171,Domestic,Brown,N,2005-09
SPRINGVALE,3171,Maltese X,Tri Coloured,N,2007-11
SPRINGVALE,3171,Maltese X,Tri Coloured,Y,2005-11
SPRINGVALE,3171,Maltese X,Tri Coloured,Y,2010-11
SPRINGVALE,3171,Chihuahua X,Brown,Y,2011-06
SPRINGVALE,3171,Cavoodle,Black & White,N,2012-08
SPRINGVALE,3171,Staffordshire Bull Terrier,Brindle,Y,2004-11
SPRINGVALE,3171,Scotch Collie,Tri Coloured,Y,2002-03
SPRINGVALE,3171,Maltese X,Apricot,Y,2008-09
SPRINGVALE,3171,Jack Russell Terrier X,Brindle & White,Y,2005-10
NOBLE PARK,3174,Chihuahua X,White & Tan,N,2009-11
NOBLE PARK,3174,Jack Russell Terrier,White & Brown,Y,2008-11
NOBLE PARK,3174,Chihuahua X,Black & Tan,Y,2006-07
NOBLE PARK,3174,Jack Russell Terrier,Black & White,Y,2005-03
NOBLE PARK,3174,Japanese Spitz,White,Y,2012-02
NOBLE PARK,3174,German Shepherd,Red & Sable,N,2011-05
NOBLE PARK,3174,Labrador X,Black & White,Y,2014-02
KEYSBOROUGH,3173,Red Heeler X,Red & White,Y,2009-08
KEYSBOROUGH,3173,Maltese X,White,N,2008-02
DANDENONG,3175,Jack Russell Terrier,Black & White,Y,2009-10
KEYSBOROUGH,3173,Maltese X,Champagne,N,2008-02
KEYSBOROUGH,3173,Neapolitan Mastiff,Tan,Y,2010-03
KEYSBOROUGH,3173,Neapolitan Mastiff,Brindle,Y,2009-12
KEYSBOROUGH,3173,Chihuahua X,Black & Tan,N,2008-03
KEYSBOROUGH,3173,Pug X,Brown & Black,N,2012-12
KEYSBOROUGH,3173,Pug,Gold,N,2013-11
KEYSBOROUGH,3173,Poodle X,Apricot,Y,2012-03
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Tri Coloured,Y,2007-12
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Brown & White,N,2015-01
KEYSBOROUGH,3173,Kelpie X,Brown,Y,2015-07
KEYSBOROUGH,3173,Jack Russell Terrier,Tan & White,N,2001-01
DANDENONG NORTH,3175,Golden Retriever,Gold,Y,2011-06
DANDENONG NORTH,3175,Labrador,Black,Y,2009-07
DANDENONG NORTH,3175,Chihuahua X,Black & White,Y,2004-08
BANGHOLME,3175,German Shepherd,Black & Tan,Y,2008-06
BANGHOLME,3175,American Staffordshire Bull Terrier,Black & White,Y,2011-07
BANGHOLME,3175,American Staffordshire Bull Terrier,Black & White,Y,2009-12
BANGHOLME,3175,Labrador X,Black & White,N,2015-07
BANGHOLME,3175,Bull Arab X,Black & White,Y,2015-07
BANGHOLME,3175,German Shepherd,Black & Tan,Y,2010-11
BANGHOLME,3175,Heeler,Red,Y,2004-01
BANGHOLME,3175,Whippet X,Brindle,N,2007-05
BANGHOLME,3175,Blue Heeler,Grey,Y,2009-04
BANGHOLME,3175,Poodle X,Black & Tan,Y,2010-10
BANGHOLME,3175,Greyhound X,Black,Y,2011-02
KEYSBOROUGH,3173,Corgi,Sable & White,Y,2007-05
KEYSBOROUGH,3173,Corgi,Sable & White,Y,2006-03
KEYSBOROUGH,3173,Labrador,Black,Y,2011-08
KEYSBOROUGH,3173,English Staffordshire Bull Terrier X,Brindle & White,Y,2014-08
KEYSBOROUGH,3173,Japanese Spitz,White,Y,2013-06
KEYSBOROUGH,3173,Dalmatian X,Black,Y,2002-02
KEYSBOROUGH,3173,Boxer X,Tan,Y,2010-09
KEYSBOROUGH,3173,Australian Terrier,Tri Coloured,N,2005-08
KEYSBOROUGH,3173,German Shepherd,Black,Y,2014-03
KEYSBOROUGH,3173,Siberian Husky,Brown & White,Y,2012-11
KEYSBOROUGH,3173,Jack Russell Terrier,Brown & White,N,2007-05
KEYSBOROUGH,3173,Jack Russell Terrier,Black & White,N,2013-02
DANDENONG NORTH,3175,Maltese X,Black & White,N,2008-08
DANDENONG NORTH,3175,Border Collie,Brown & White,Y,2013-02
DANDENONG NORTH,3175,Kelpie,Gold,Y,2000-12
DANDENONG NORTH,3175,Jack Russell Terrier,Brown & White,N,2010-10
DANDENONG NORTH,3175,Maltese X,Grey & Brown,Y,2010-12
DANDENONG NORTH,3175,Maltese X,Grey & White,N,2003-12
DANDENONG NORTH,3175,Cavalier King Charles Spaniel X,Black & White,Y,2014-12
DANDENONG NORTH,3175,Chow Chow,Red,N,2007-11
DANDENONG NORTH,3175,Chow Chow,Red,Y,2007-12
DANDENONG NORTH,3175,Terrier X,Grey & White,Y,2005-05
DANDENONG NORTH,3175,Poodle X,Black,Y,2012-02
DANDENONG NORTH,3175,Shetland Sheepdog X,Black,Y,2015-03
DANDENONG NORTH,3175,Maltese X,Black & Grey,Y,2002-06
DANDENONG NORTH,3175,Pug,Black,Y,2011-09
DANDENONG NORTH,3175,Beagle,Brown & White,Y,2009-10
DANDENONG NORTH,3175,Pointer X,White & Black,Y,2012-04
DANDENONG NORTH,3175,Border Collie,Red & White,Y,2014-12
DANDENONG NORTH,3175,Poodle X,Apricot & Tan,Y,2010-10
DANDENONG NORTH,3175,King Charles Spaniel X,Cream & Brown,Y,2002-08
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tri Coloured,Y,2009-09
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tri Coloured,Y,2009-09
DANDENONG NORTH,3175,Chihuahua X,Tan,Y,2003-06
DANDENONG NORTH,3175,Shetland Sheepdog X,Tri Coloured,Y,2015-03
DANDENONG NORTH,3175,Retriever,Black,N,2006-05
DANDENONG NORTH,3175,Greyhound,Brindle,Y,2011-08
DANDENONG NORTH,3175,English Staffordshire Bull Terrier X,Brindle & White,Y,2006-05
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black,N,2005-10
DANDENONG NORTH,3175,German Shepherd,Black & Tan,N,2000-08
DANDENONG NORTH,3175,Labrador,Black,Y,2005-04
DANDENONG NORTH,3175,Siberian Husky,Black & Silver,Y,2010-12
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,White & Black,Y,2014-01
DANDENONG NORTH,3175,Cavalier King Charles Spaniel X,Gold,Y,2004-06
DANDENONG NORTH,3175,Labrador,Chocolate,Y,2005-06
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2005-11
DANDENONG NORTH,3175,Labrador,Gold,Y,2008-08
DANDENONG NORTH,3175,Rottweiler,Black & Tan,N,2012-04
DANDENONG NORTH,3175,Jack Russell Terrier X,Tan & White,Y,2003-09
SPRINGVALE,3171,Jack Russell Terrier X,Black & Tan,N,2011-07
SPRINGVALE,3171,Maltese,White & Brown,N,2005-06
DANDENONG SOUTH,3175,German Shepherd,Black,N,2013-06
DANDENONG SOUTH,3175,German Shepherd,Sable,N,2013-07
DANDENONG SOUTH,3175,German Shepherd,Black,N,2012-09
DANDENONG,3175,Jack Russell Terrier,Tri Coloured,Y,2013-03
DANDENONG,3175,Shih Tzu X,Apricot,N,2008-02
DANDENONG,3175,Jack Russell Terrier X,Tri Coloured,N,2008-05
DANDENONG,3175,Maltese X,White & Tan,Y,2010-02
SPRINGVALE,3171,Dachshund,Brown & White,N,2012-04
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Tri Coloured,Y,2008-09
SPRINGVALE SOUTH,3172,Terrier X,Tri Coloured,Y,2002-12
SPRINGVALE SOUTH,3172,Maltese X,White & Tan,Y,2005-07
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier X,Brindle,Y,2009-04
SPRINGVALE SOUTH,3172,German Shepherd,Black & Brown,Y,2014-03
SPRINGVALE SOUTH,3172,Siberian Husky,Tri Coloured,N,2014-06
SPRINGVALE SOUTH,3172,Rottweiler,Black & Tan,N,2013-12
SPRINGVALE SOUTH,3172,German Shepherd,Tan & Black,Y,2015-06
SPRINGVALE SOUTH,3172,Border Collie,Black & White,N,2009-05
SPRINGVALE SOUTH,3172,Border Collie,Grey & White,N,2009-05
SPRINGVALE SOUTH,3172,Border Collie,Black & White,N,2009-05
SPRINGVALE SOUTH,3172,Kelpie X,Brown,Y,1999-10
SPRINGVALE SOUTH,3172,Pomeranian,Ginger,N,2006-04
SPRINGVALE SOUTH,3172,Maltese X,White,Y,2010-11
SPRINGVALE SOUTH,3172,Chihuahua,Tan & White,Y,2013-12
SPRINGVALE SOUTH,3172,Corgi,Cream,Y,2007-09
SPRINGVALE SOUTH,3172,Cocker Spaniel,Gold,Y,2006-01
SPRINGVALE SOUTH,3172,Border Collie,Black & White,N,2015-01
SPRINGVALE SOUTH,3172,Chihuahua,Cream,N,2011-01
SPRINGVALE SOUTH,3172,Miniature Pinscher,Tan,Y,2003-03
SPRINGVALE SOUTH,3172,Miniature Pinscher,Chocolate & Tan,Y,2006-02
SPRINGVALE SOUTH,3172,Miniature Pinscher,Black & Tan,Y,2009-04
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier,Black,Y,2014-01
SPRINGVALE SOUTH,3172,Belgian Shepherd X,Tan,Y,2009-09
SPRINGVALE SOUTH,3172,Pomeranian,Cream,N,2010-11
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Brindle,Y,2005-09
KEYSBOROUGH,3173,Border Collie X,Black & White,N,2003-10
KEYSBOROUGH,3173,Labrador,Black,Y,2003-05
KEYSBOROUGH,3173,Labrador,Black,Y,2009-06
KEYSBOROUGH,3173,Maltese X,White,Y,1999-05
KEYSBOROUGH,3173,Bichon Frise X,White,Y,2015-05
SPRINGVALE,3171,Labrador,Gold,Y,2015-07
SPRINGVALE,3171,Jack Russell Terrier,Tan & White,Y,2013-12
SPRINGVALE,3171,Siberian Husky,Black & White,Y,2008-06
SPRINGVALE,3171,Greyhound,Black & White,Y,2007-04
SPRINGVALE,3171,Bichon Frise,White,N,2006-10
SPRINGVALE,3171,Staffordshire Bull Terrier,Tri Coloured,N,2012-01
SPRINGVALE,3171,Jack Russell Terrier X,White & Black,Y,2014-03
SPRINGVALE,3171,Bull Mastiff X,Tan,Y,2009-09
SPRINGVALE,3171,Fox Terrier X,Brown,Y,2008-04
SPRINGVALE,3171,Dalmatian,White & Black,N,2002-11
SPRINGVALE,3171,Maltese X,White,N,2004-05
SPRINGVALE,3171,German Shepherd,Sable,N,2015-01
SPRINGVALE SOUTH,3172,Japanese Spitz,White,N,2012-10
SPRINGVALE SOUTH,3172,Chihuahua,Tan,Y,2009-03
SPRINGVALE SOUTH,3172,Chihuahua,Tan,Y,2011-04
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Black,Y,2008-02
SPRINGVALE SOUTH,3172,Cavalier King Charles Spaniel X,Fawn,Y,2009-11
SPRINGVALE SOUTH,3172,Rottweiler,Black & Tan,N,2005-08
SPRINGVALE SOUTH,3172,German Spitz,Cream,Y,2001-06
SPRINGVALE SOUTH,3172,Domestic,White,Y,2007-02
SPRINGVALE SOUTH,3172,Fox Terrier,Tri Coloured,Y,2003-07
SPRINGVALE SOUTH,3172,Pomeranian,Tri Coloured,N,2009-07
SPRINGVALE SOUTH,3172,Maltese X,Black & White,Y,2006-08
SPRINGVALE SOUTH,3172,Welsh Terrier X,White,Y,2003-06
SPRINGVALE SOUTH,3172,Domestic,Cream & Tan,N,2008-11
SPRINGVALE SOUTH,3172,Pomeranian,Cream & Tan,N,2008-11
